population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,11,Indonesia,1,Male,30,80-84 years,1,Number,1995,293868.30961399083,326153.00891404663,263502.6140329719
1,All Population,44,Population,11,Indonesia,2,Female,30,80-84 years,1,Number,1995,363140.2330756543,403035.222923316,325616.6028983138
1,All Population,44,Population,11,Indonesia,1,Male,30,80-84 years,1,Number,1996,304423.12197535485,336890.52599018527,271965.9711451726
1,All Population,44,Population,11,Indonesia,2,Female,30,80-84 years,1,Number,1996,376564.20966004627,416725.6213597393,336415.4809075242
1,All Population,44,Population,11,Indonesia,1,Male,30,80-84 years,1,Number,1997,316229.8066699562,352519.8067182771,280996.6854667219
1,All Population,44,Population,11,Indonesia,2,Female,30,80-84 years,1,Number,1997,390765.1564898138,435608.70775788836,347227.5903584347
1,All Population,44,Population,11,Indonesia,1,Male,30,80-84 years,1,Number,1998,328456.3759604225,367321.3679999243,292498.8752469047
1,All Population,44,Population,11,Indonesia,2,Female,30,80-84 years,1,Number,1998,405975.5062033583,454013.0416924775,361531.66031577846
1,All Population,44,Population,11,Indonesia,1,Male,30,80-84 years,1,Number,1999,340575.2522276843,384529.35987327684,297912.51699648774
1,All Population,44,Population,11,Indonesia,2,Female,30,80-84 years,1,Number,1999,421402.0838573873,475787.5755652872,368614.4388013006
1,All Population,44,Population,11,Indonesia,1,Male,31,85-89 years,1,Number,1995,139649.113073083,154991.1199366544,125219.03566423725
1,All Population,44,Population,11,Indonesia,2,Female,31,85-89 years,1,Number,1995,186430.13552874836,206911.55754366485,167166.1299950106
1,All Population,44,Population,11,Indonesia,1,Male,31,85-89 years,1,Number,1996,142162.05244485158,157323.95198242407,127004.94102509427
1,All Population,44,Population,11,Indonesia,2,Female,31,85-89 years,1,Number,1996,190321.3666947434,210619.56436460762,170029.57918223704
1,All Population,44,Population,11,Indonesia,1,Male,31,85-89 years,1,Number,1997,145711.75916871135,162433.39525658445,129477.1096725434
1,All Population,44,Population,11,Indonesia,2,Female,31,85-89 years,1,Number,1997,194560.7952259026,216888.2644246503,172883.572095743
1,All Population,44,Population,11,Indonesia,1,Male,31,85-89 years,1,Number,1998,149377.5748567171,167052.85438420586,133024.58356894512
1,All Population,44,Population,11,Indonesia,2,Female,31,85-89 years,1,Number,1998,198560.70010449065,222055.63152834834,176823.4252691131
1,All Population,44,Population,11,Indonesia,1,Male,31,85-89 years,1,Number,1999,153081.0104118185,172837.4054115319,133905.05862611037
1,All Population,44,Population,11,Indonesia,2,Female,31,85-89 years,1,Number,1999,202436.65917125202,228562.8167544191,177078.0885328389
1,All Population,44,Population,11,Indonesia,1,Male,32,90-94 years,1,Number,1995,58364.108202127754,64776.05403492846,52333.28866649488
1,All Population,44,Population,11,Indonesia,2,Female,32,90-94 years,1,Number,1995,86423.43253490192,95918.00694319031,77493.21598018492
1,All Population,44,Population,11,Indonesia,1,Male,32,90-94 years,1,Number,1996,57850.24379103848,64020.10114396368,51682.334874972126
1,All Population,44,Population,11,Indonesia,2,Female,32,90-94 years,1,Number,1996,87357.80011711337,96674.70407580392,78043.8384305119
1,All Population,44,Population,11,Indonesia,1,Male,32,90-94 years,1,Number,1997,59789.948239831945,66651.34200710946,53128.379821432616
1,All Population,44,Population,11,Indonesia,2,Female,32,90-94 years,1,Number,1997,91109.25987785369,101564.80510360969,80958.21298630092
1,All Population,44,Population,11,Indonesia,1,Male,32,90-94 years,1,Number,1998,61660.12898889971,68956.13721921948,54909.935372986736
1,All Population,44,Population,11,Indonesia,2,Female,32,90-94 years,1,Number,1998,95012.42329358218,106254.8814865807,84611.01376581071
1,All Population,44,Population,11,Indonesia,1,Male,32,90-94 years,1,Number,1999,63478.130980033544,71670.51895886456,55526.4354964113
1,All Population,44,Population,11,Indonesia,2,Female,32,90-94 years,1,Number,1999,98885.19286360576,111647.16069084062,86498.17186360226
1,All Population,44,Population,11,Indonesia,1,Male,34,2-4 years,1,Number,1995,6835971.970149341,7586979.452956103,6129604.399863869
1,All Population,44,Population,11,Indonesia,2,Female,34,2-4 years,1,Number,1995,6485752.345770797,7198284.311170147,5815573.306716702
1,All Population,44,Population,11,Indonesia,1,Male,34,2-4 years,1,Number,1996,6854915.921709537,7586007.973041482,6124054.748762377
1,All Population,44,Population,11,Indonesia,2,Female,34,2-4 years,1,Number,1996,6501964.712948899,7195413.731721439,5808734.684916437
1,All Population,44,Population,11,Indonesia,1,Male,34,2-4 years,1,Number,1997,6888353.519083163,7678849.368202402,6120879.393274766
1,All Population,44,Population,11,Indonesia,2,Female,34,2-4 years,1,Number,1997,6530841.062605408,7280309.384308821,5803199.613682823
1,All Population,44,Population,11,Indonesia,1,Male,34,2-4 years,1,Number,1998,6934453.687654543,7754981.182610106,6175309.881441023
