location,sex,band,year,model_prev,model_inc,model_dwell,gbd_prev,gbd_inc,gbd_dwell
Indonesia,Male,15-24,2018,120907.565460926,11878.5340122916,10.178660543112,98667.2405951414,12658.0357275515,7.79483031323592
Indonesia,Male,15-24,2019,121240.593990819,11872.1208108414,10.2122102632332,99214.0441880485,12732.9794286828,7.79189542744059
Indonesia,Male,25-44,2000,237581.803171195,8596.42273637722,27.6372870968556,231585.650903978,8417.20726302009,27.5133596770772
Indonesia,Male,25-44,2001,248888.451773698,8741.59612907518,28.471739954432,236584.982224137,8570.08141412926,27.6059200364288
Indonesia,Male,25-44,2002,261229.925438827,8867.76634289993,29.4583681321265,241343.224423846,8705.36882336713,27.723492171409
Indonesia,Male,25-44,2003,274607.554593948,8986.7948706707,30.5567845428582,245983.690178888,8832.79123165495,27.8489192971449
Indonesia,Male,25-44,2004,288989.109661963,9101.91702890585,31.7503564077976,250546.340171807,8958.32100060927,27.9680020569443
Indonesia,Male,25-44,2005,304244.018553571,9227.6510154043,32.9709064685776,255084.325667719,9087.29743964811,28.0704276889605
Indonesia,Male,25-44,2006,314841.848820002,9358.53251415855,33.6422241781686,259484.164639262,9218.41982793027,28.148442952562
Indonesia,Male,25-44,2007,326099.748009359,9487.70836738338,34.3707600805287,263632.459079902,9345.36175463952,28.2099790250518
Indonesia,Male,25-44,2008,337980.091513386,9611.04670671003,35.1657943018238,267670.705182927,9467.24118759414,28.2733586140894
Indonesia,Male,25-44,2009,350263.480196504,9717.81628537883,36.0434350589135,271660.061434458,9580.07045588235,28.3567916003847
Indonesia,Male,25-44,2010,362602.218013717,9784.16082227408,37.0601244808075,275640.814583356,9680.02020374285,28.4752313302794
Indonesia,Male,25-44,2011,371447.308931445,9808.33844446897,37.870564013919,279645.270461497,9758.43330649449,28.6567793905386
Indonesia,Male,25-44,2012,380072.210270617,9803.50757506218,38.7690025595973,283689.891362016,9817.86086697542,28.8952853585725
Indonesia,Male,25-44,2013,388592.314398867,9790.10285943265,39.6923627849796,287824.032974626,9874.36952161043,29.1485985353001
Indonesia,Male,25-44,2014,396869.772893451,9778.3758850825,40.5864713688189,292012.993069621,9943.75215366295,29.3664794292014
Indonesia,Male,25-44,2015,404885.9820054,9785.88974880959,41.3744679736099,296185.754665094,10043.3432842243,29.4907528581972
Indonesia,Male,25-44,2016,411925.06738355,9814.46983893212,41.9711990707356,300232.714978332,10170.9024119678,29.5187882861855
Indonesia,Male,25-44,2017,418468.683728434,9839.93806513325,42.5275729337395,304148.043284154,10309.2815566244,29.502351023551
Indonesia,Male,25-44,2018,424565.791322898,9862.21777300799,43.049727870023,307999.449839905,10454.0354578437,29.4622541775301
Indonesia,Male,25-44,2019,430330.48430751,9889.57685191899,43.5135386226366,311874.542490405,10603.189089388,29.4132774452301
Indonesia,Male,45-64,2000,77338.4113689114,108.404985617773,713.421167192444,76709.0416709029,115.443561024181,664.472240724066
Indonesia,Male,45-64,2001,82287.8387021571,113.226722676682,726.752808496713,79038.5470666491,118.637488544103,666.218983869225
Indonesia,Male,45-64,2002,87553.6318738194,117.591028066331,744.560476369265,81620.0319500497,121.79571991687,670.138753691497
Indonesia,Male,45-64,2003,93144.9281935529,121.799765073403,764.738159695289,84331.6753202229,125.028215395111,674.501152029724
Indonesia,Male,45-64,2004,99064.5299350392,126.042015344062,785.964344227747,87127.6930718303,128.478973975995,678.147484958195
Indonesia,Male,45-64,2005,105152.694215179,130.9067943506,803.263839259211,90118.5582355894,132.432096197224,680.488800097076
Indonesia,Male,45-64,2006,112183.28604216,136.995397190403,818.883614653433,93276.351231621,137.598028129474,677.890174006356
Indonesia,Male,45-64,2007,119612.664602657,144.337840337515,828.699281650319,96678.0434543141,143.954205648498,671.588877996235
Indonesia,Male,45-64,2008,127433.074217293,152.037221267632,838.170239858382,100264.907427241,150.794678446237,664.910117918971
Indonesia,Male,45-64,2009,135698.220336481,159.30286904935,851.825338402681,104019.776521418,157.371501314241,660.982297637936
Indonesia,Male,45-64,2010,144412.416894656,165.271316077898,873.789961390451,107957.050004451,162.873942792443,662.825791244126
Indonesia,Male,45-64,2011,153366.368285265,169.227662847562,906.272448041878,111943.628718363,166.741473630751,671.360437693274
Indonesia,Male,45-64,2012,162956.816400347,171.692913028947,949.117896164257,116224.506648049,169.326560963528,686.392648540731
Indonesia,Male,45-64,2013,173179.760999247,173.438540876901,998.507944795047,120587.943194918,171.328755718986,703.839485023206
Indonesia,Male,45-64,2014,184010.600722519,175.225027535832,1050.13880328762,124958.680350015,173.55660636969,719.988037123993
Indonesia,Male,45-64,2015,195325.288943082,177.831804593996,1098.3709544478,129380.27203574,176.944987572795,731.189245937319
Indonesia,Male,45-64,2016,205563.309930495,181.358329709166,1133.46494897778,133696.834004616,181.440609102121,736.862793099238
Indonesia,Male,45-64,2017,216468.881211388,185.013827067082,1170.01461265325,138022.176835133,186.251308804054,741.053460087836
Indonesia,Male,45-64,2018,228046.687064648,188.554392975353,1209.44775386091,142362.717271968,191.310474659449,744.144916923069
Indonesia,Male,45-64,2019,240247.631657507,191.880878604471,1252.06656027845,146696.580183178,196.380300543904,747.002524066216
Indonesia,Male,65+,2000,13261.5556911233,0,,11648.9136828539,0,
Indonesia,Male,65+,2001,14331.8895517031,0,,11978.7018808262,0,
Indonesia,Male,65+,2002,15365.3359088339,0,,12220.6753257427,0,
Indonesia,Male,65+,2003,16349.538187251,0,,12456.7041336479,0,
Indonesia,Male,65+,2004,17269.334911911,0,,12672.230426919,0,
Indonesia,Male,65+,2005,18038.8930663134,0,,12892.4287808361,0,
Indonesia,Male,65+,2006,19202.2164992136,0,,13164.6731398975,0,
Indonesia,Male,65+,2007,20275.0648631114,0,,13448.537192431,0,
Indonesia,Male,65+,2008,21267.9510192935,0,,13738.9918250757,0,
Indonesia,Male,65+,2009,22202.392673243,0,,14033.0438232674,0,
Indonesia,Male,65+,2010,23095.3306453233,0,,14331.4194119783,0,
Indonesia,Male,65+,2011,24408.3268726439,0,,14757.0279996621,0,
Indonesia,Male,65+,2012,25679.0104615806,0,,15159.5678202017,0,
Indonesia,Male,65+,2013,26894.8990237222,0,,15673.3891881273,0,
Indonesia,Male,65+,2014,28114.4697584385,0,,16326.8945605817,0,
Indonesia,Male,65+,2015,29437.4234305699,0,,17050.6886727389,0,
Indonesia,Male,65+,2016,31420.3187745284,0,,17931.994517833,0,
Indonesia,Male,65+,2017,33538.413882452,0,,18916.1893167093,0,
Indonesia,Male,65+,2018,35795.6957721861,0,,19979.5178811292,0,
Indonesia,Male,65+,2019,38191.191400684,0,,21114.3283068892,0,
