location,sex,band,year,model_prev,model_inc,model_dwell,gbd_prev,gbd_inc,gbd_dwell
Uganda,Male,15-24,2004,75956.2671125075,7632.46494634269,9.95173481260521,59717.1189951421,8021.41899270223,7.44470760715428
Uganda,Male,15-24,2005,82076.7498454369,7923.74751415009,10.358324731936,61467.906851997,8312.95136342398,7.39423390860298
Uganda,Male,15-24,2006,89172.7320243557,8224.22406814914,10.8426924273263,64212.521281885,8597.99536514313,7.46831308402503
Uganda,Male,15-24,2007,96930.5725412591,8539.10086989021,11.3513792632485,67919.1658757059,8875.45289233054,7.65247325400108
Uganda,Male,15-24,2008,105449.544423712,8869.01885352739,11.8896516249678,72008.3607951981,9143.21950957265,7.87560232145883
Uganda,Male,15-24,2009,114784.112645091,9206.55352643909,12.4676527774979,75909.3921744929,9411.10927647198,8.06593462518476
Uganda,Male,15-24,2010,124850.801518974,9545.87114225946,13.0790369635581,78987.6396659446,9690.73739736255,8.15083893279804
Uganda,Male,15-24,2011,135924.7396789,9865.95372184013,13.7771515568743,81184.9678025532,9973.56730110208,8.14001303160427
Uganda,Male,15-24,2012,147767.420620627,10164.9378376318,14.536972383006,82991.5867921344,10249.4170074096,8.0972007219667
Uganda,Male,15-24,2013,160452.496462877,10453.6451290957,15.3489519188182,84525.7103972285,10525.1574052225,8.03082625208888
Uganda,Male,15-24,2014,172284.240136896,10780.8170631502,15.9806292164792,85932.9680260469,10807.368078534,7.95133166572996
Uganda,Male,15-24,2015,183337.649881104,11129.1997645729,16.4735698666057,87377.3987017849,11103.5721146137,7.86930528300757
Uganda,Male,15-24,2016,195035.513636349,11555.0821941469,16.878764716632,88417.407571405,11416.222954137,7.74489145198102
Uganda,Male,15-24,2017,205920.309907806,11960.1776107615,17.2171615346685,88857.9036309789,11748.1834634291,7.5635440923769
Uganda,Male,15-24,2018,215712.491132844,12348.2371581105,17.4690920145764,89283.2991440763,12108.8051569816,7.3734194238478
Uganda,Male,15-24,2019,224179.877659741,12759.5557107255,17.5695676826191,90282.5736108287,12498.099526372,7.22370416560738
Uganda,Male,25-44,2000,88192.5040903838,5245.06708930532,16.8143710249595,83353.2447816866,5234.81119971591,15.9228750764135
Uganda,Male,25-44,2001,95340.5105893342,5385.83204175929,17.7020950245213,86156.162295056,5413.74137572071,15.9143476416227
Uganda,Male,25-44,2002,103157.129997361,5565.49871831058,18.5351098290568,88904.3299957084,5598.91785544972,15.8788416424387
Uganda,Male,25-44,2003,111708.025692648,5720.24326983593,19.528544578114,91616.4487386081,5785.01921840676,15.8368443180108
Uganda,Male,25-44,2004,121015.802837822,5857.92598992789,20.6584724774428,94370.487485543,5970.2089028246,15.8068987235764
Uganda,Male,25-44,2005,131164.237688464,5987.32069361953,21.9070005433718,97251.1840781552,6152.57497340177,15.8065825282231
Uganda,Male,25-44,2006,140212.118133812,6102.76369553897,22.9751838886217,100263.725238223,6314.39278051338,15.8786012722622
Uganda,Male,25-44,2007,149974.220182946,6204.38368251553,24.1722994349279,103320.117605745,6448.68958731838,16.0218779655527
Uganda,Male,25-44,2008,160426.518566993,6306.1570205291,25.4396644493215,106415.236522546,6574.19201670318,16.1868159999244
Uganda,Male,25-44,2009,171700.943559187,6424.40955806577,26.7263383517663,109543.15988259,6710.067104421,16.3251958852119
Uganda,Male,25-44,2010,183924.63477519,6580.99081403383,27.947863775007,112677.382268495,6876.64514911015,16.38551645828
Uganda,Male,25-44,2011,194797.331676787,6781.65318648654,28.7241659695825,115749.394397793,7073.47537806802,16.3638647498067
Uganda,Male,25-44,2012,206491.058515996,7005.17571689665,29.4769277547078,118761.686282187,7284.93975313069,16.3023566847138
Uganda,Male,25-44,2013,219006.440654685,7251.00072478977,30.203615882418,121798.295404492,7510.1733968363,16.2177740737385
Uganda,Male,25-44,2014,232410.244377857,7559.78931197551,30.742952585953,124983.525729292,7750.14528374463,16.1266042317214
Uganda,Male,25-44,2015,246838.909510299,7904.16272875511,31.2289761712908,128475.573171054,8006.73879570078,16.0459303655615
Uganda,Male,25-44,2016,261512.786829991,8382.30500856855,31.1981950743462,132208.355708239,8292.70307520782,15.9427335706127
